<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>
2024.03.21	08:00:00	1.02163	1.02248	1.02144	1.02247	2757
2024.03.21	09:00:00	1.02247	1.02311	1.02160	1.02170	2329
2024.03.21	10:00:00	1.02170	1.02320	1.02162	1.02273	502
2024.03.21	11:00:00	1.02273	1.02321	1.02271	1.02276	1613
2024.03.21	12:00:00	1.02276	1.02307	1.02179	1.02210	4709
2024.03.21	13:00:00	1.02210	1.02220	1.02166	1.02174	3668
2024.03.21	14:00:00	1.02174	1.02198	1.02071	1.02130	818
2024.03.21	15:00:00	1.02130	1.02203	1.02034	1.02057	572
2024.03.21	16:00:00	1.02057	1.02127	1.02024	1.02068	2056
2024.03.21	17:00:00	1.02068	1.02094	1.01944	1.01997	2592
2024.03.21	18:00:00	1.01997	1.02109	1.01828	1.01869	2540
2024.03.21	19:00:00	1.01869	1.01918	1.01840	1.01851	3635
2024.03.21	20:00:00	1.01851	1.01924	1.01742	1.01746	1280
2024.03.21	21:00:00	1.01746	1.01780	1.01620	1.01705	710
2024.03.21	22:00:00	1.01705	1.01741	1.01639	1.01655	3527
2024.03.21	23:00:00	1.01655	1.01697	1.01560	1.01607	4538
2024.03.22	00:00:00	1.01607	1.01862	1.01589	1.01734	1254
2024.03.22	01:00:00	1.01734	1.01833	1.01727	1.01742	2125
2024.03.22	02:00:00	1.01742	1.01790	1.01701	1.01763	3319
2024.03.22	03:00:00	1.01763	1.01835	1.01627	1.01659	1243
2024.03.22	04:00:00	1.01659	1.01676	1.01584	1.01624	4369
2024.03.22	05:00:00	1.01624	1.01651	1.01514	1.01643	1514
2024.03.22	06:00:00	1.01643	1.01648	1.01516	1.01585	2896
2024.03.22	07:00:00	1.01585	1.01682	1.01560	1.01646	2025
2024.03.22	08:00:00	1.01646	1.01677	1.01479	1.01577	3503
2024.03.22	09:00:00	1.01577	1.01635	1.01534	1.01565	1392
2024.03.22	10:00:00	1.01565	1.01615	1.01464	1.01534	942
2024.03.22	11:00:00	1.01534	1.01566	1.01534	1.01550	2797
2024.03.22	12:00:00	1.01550	1.01606	1.01505	1.01516	4393
2024.03.22	13:00:00	1.01516	1.01579	1.01478	1.01504	3348
2024.03.22	14:00:00	1.01504	1.01507	1.01452	1.01495	3900
2024.03.22	15:00:00	1.01495	1.01571	1.01452	1.01455	2450
2024.03.22	16:00:00	1.01455	1.01539	1.01446	1.01490	1130
2024.03.22	17:00:00	1.01490	1.01541	1.01469	1.01509	2421
2024.03.22	18:00:00	1.01509	1.01513	1.01499	1.01509	4943
2024.03.22	19:00:00	1.01509	1.01514	1.01474	1.01488	4017
2024.03.22	20:00:00	1.01488	1.01603	1.01446	1.01542	3665
2024.03.22	21:00:00	1.01542	1.01559	1.01482	1.01532	1854
2024.03.22	22:00:00	1.01532	1.01539	1.01475	1.01519	3198
2024.03.22	23:00:00	1.01519	1.01538	1.01512	1.01530	3302
2024.03.23	00:00:00	1.01530	1.01641	1.01445	1.01639	3443
2024.03.23	01:00:00	1.01639	1.01691	1.01556	1.01562	4518
2024.03.23	02:00:00	1.01562	1.01614	1.01532	1.01614	3567
2024.03.23	03:00:00	1.01614	1.01630	1.01499	1.01504	1496
2024.03.23	04:00:00	1.01504	1.01545	1.01477	1.01522	1497
2024.03.23	05:00:00	1.01522	1.01645	1.01521	1.01623	3289
2024.03.23	06:00:00	1.01623	1.01714	1.01582	1.01658	4397
2024.03.23	07:00:00	1.01658	1.01703	1.01607	1.01673	4765
2024.03.23	08:00:00	1.01673	1.01733	1.01595	1.01644	3243
2024.03.23	09:00:00	1.01644	1.01660	1.01606	1.01651	2884
2024.03.23	10:00:00	1.01651	1.01679	1.01641	1.01641	4172
2024.03.23	11:00:00	1.01641	1.01740	1.01560	1.01598	4896
2024.03.23	12:00:00	1.01598	1.01621	1.01549	1.01586	625
2024.03.23	13:00:00	1.01586	1.01609	1.01554	1.01603	1895
2024.03.23	14:00:00	1.01603	1.01622	1.01549	1.01561	2002
2024.03.23	15:00:00	1.01561	1.01568	1.01488	1.01517	3039
2024.03.23	16:00:00	1.01517	1.01537	1.01384	1.01439	1826
2024.03.23	17:00:00	1.01439	1.01553	1.01422	1.01468	1899
2024.03.23	18:00:00	1.01468	1.01543	1.01395	1.01506	609
2024.03.23	19:00:00	1.01506	1.01535	1.01485	1.01526	516
2024.03.23	20:00:00	1.01526	1.01602	1.01498	1.01590	2524
2024.03.23	21:00:00	1.01590	1.01639	1.01564	1.01600	4987
2024.03.23	22:00:00	1.01600	1.01688	1.01535	1.01629	1830
2024.03.23	23:00:00	1.01629	1.01661	1.01626	1.01653	1580
2024.03.24	00:00:00	1.01653	1.01717	1.01649	1.01652	1689
2024.03.24	01:00:00	1.01652	1.01660	1.01580	1.01625	4878
2024.03.24	02:00:00	1.01625	1.01820	1.01617	1.01765	3487
2024.03.24	03:00:00	1.01765	1.01774	1.01735	1.01742	3438
2024.03.24	04:00:00	1.01742	1.01745	1.01671	1.01707	1352
2024.03.24	05:00:00	1.01707	1.01773	1.01648	1.01738	4567
2024.03.24	06:00:00	1.01738	1.01783	1.01727	1.01759	1385
2024.03.24	07:00:00	1.01759	1.01878	1.01645	1.01678	4852
2024.03.24	08:00:00	1.01678	1.01772	1.01676	1.01750	4786
2024.03.24	09:00:00	1.01750	1.01790	1.01688	1.01747	3055
2024.03.24	10:00:00	1.01747	1.01804	1.01619	1.01682	4406
2024.03.24	11:00:00	1.01682	1.01766	1.01615	1.01758	4998
2024.03.24	12:00:00	1.01758	1.01816	1.01727	1.01799	3111
2024.03.24	13:00:00	1.01799	1.01865	1.01690	1.01725	3952
2024.03.24	14:00:00	1.01725	1.01865	1.01717	1.01837	3157
2024.03.24	15:00:00	1.01837	1.01911	1.01821	1.01880	2857
2024.03.24	16:00:00	1.01880	1.01884	1.01850	1.01882	2006
2024.03.24	17:00:00	1.01882	1.02017	1.01850	1.01983	3447
2024.03.24	18:00:00	1.01983	1.02035	1.01954	1.01996	1702
2024.03.24	19:00:00	1.01996	1.02038	1.01988	1.01997	1374
2024.03.24	20:00:00	1.01997	1.02057	1.01923	1.01960	1739
2024.03.24	21:00:00	1.01960	1.02041	1.01913	1.01998	549
2024.03.24	22:00:00	1.01998	1.02037	1.01990	1.02030	4702
2024.03.24	23:00:00	1.02030	1.02038	1.02021	1.02034	1655
2024.03.25	00:00:00	1.02034	1.02103	1.01972	1.01989	4099
2024.03.25	01:00:00	1.01989	1.02006	1.01989	1.02000	2457
2024.03.25	02:00:00	1.02000	1.02025	1.01977	1.01999	2027
2024.03.25	03:00:00	1.01999	1.02052	1.01870	1.01920	1526
2024.03.25	04:00:00	1.01920	1.01940	1.01812	1.01833	4193
2024.03.25	05:00:00	1.01833	1.01875	1.01822	1.01871	2813
2024.03.25	06:00:00	1.01871	1.01897	1.01652	1.01715	2523
2024.03.25	07:00:00	1.01715	1.01765	1.01687	1.01731	3460
2024.03.25	08:00:00	1.01731	1.01819	1.01684	1.01705	4111
2024.03.25	09:00:00	1.01705	1.01801	1.01692	1.01788	3451
2024.03.25	10:00:00	1.01788	1.01852	1.01737	1.01761	2605
2024.03.25	11:00:00	1.01761	1.01861	1.01738	1.01804	4521
2024.03.25	12:00:00	1.01804	1.01819	1.01699	1.01783	4530
2024.03.25	13:00:00	1.01783	1.01805	1.01753	1.01793	4848
2024.03.25	14:00:00	1.01793	1.01866	1.01728	1.01841	909
2024.03.25	15:00:00	1.01841	1.01853	1.01773	1.01816	4508
2024.03.25	16:00:00	1.01816	1.01901	1.01787	1.01879	1369
2024.03.25	17:00:00	1.01879	1.01912	1.01783	1.01822	3290
2024.03.25	18:00:00	1.01822	1.01873	1.01818	1.01843	3460
2024.03.25	19:00:00	1.01843	1.01988	1.01793	1.01902	1425
2024.03.25	20:00:00	1.01902	1.01948	1.01841	1.01946	536
2024.03.25	21:00:00	1.01946	1.02120	1.01926	1.02066	4745
2024.03.25	22:00:00	1.02066	1.02120	1.01937	1.02022	4510
2024.03.25	23:00:00	1.02022	1.02053	1.01927	1.01941	1286
2024.03.26	00:00:00	1.01941	1.01943	1.01818	1.01883	3205
2024.03.26	01:00:00	1.01883	1.01962	1.01841	1.01927	1181
2024.03.26	02:00:00	1.01927	1.01982	1.01853	1.01960	3049
2024.03.26	03:00:00	1.01960	1.02003	1.01930	1.01970	1929
2024.03.26	04:00:00	1.01970	1.01976	1.01883	1.01904	3882
2024.03.26	05:00:00	1.01904	1.01983	1.01900	1.01954	3081
2024.03.26	06:00:00	1.01954	1.01970	1.01874	1.01882	2741
2024.03.26	07:00:00	1.01882	1.02004	1.01835	1.01956	3566
2024.03.26	08:00:00	1.01956	1.02214	1.01956	1.02134	2641
2024.03.26	09:00:00	1.02134	1.02163	1.02094	1.02160	559
2024.03.26	10:00:00	1.02160	1.02224	1.02159	1.02198	3181
2024.03.26	11:00:00	1.02198	1.02220	1.02138	1.02171	4001
2024.03.26	12:00:00	1.02171	1.02213	1.02013	1.02063	2706
2024.03.26	13:00:00	1.02063	1.02073	1.01997	1.02030	1287
2024.03.26	14:00:00	1.02030	1.02074	1.01950	1.01966	535
2024.03.26	15:00:00	1.01966	1.01987	1.01867	1.01880	1834
2024.03.26	16:00:00	1.01880	1.02023	1.01848	1.01989	3956
2024.03.26	17:00:00	1.01989	1.02015	1.01900	1.02008	1949
2024.03.26	18:00:00	1.02008	1.02055	1.01992	1.02035	4802
2024.03.26	19:00:00	1.02035	1.02100	1.01983	1.02019	1996
2024.03.26	20:00:00	1.02019	1.02033	1.01984	1.02011	2424
2024.03.26	21:00:00	1.02011	1.02099	1.01981	1.02073	3921
2024.03.26	22:00:00	1.02073	1.02103	1.02034	1.02075	3262
2024.03.26	23:00:00	1.02075	1.02156	1.02068	1.02110	684
2024.03.27	00:00:00	1.02110	1.02149	1.02007	1.02101	843
2024.03.27	01:00:00	1.02101	1.02145	1.02053	1.02083	1384
2024.03.27	02:00:00	1.02083	1.02137	1.01995	1.02000	4422
2024.03.27	03:00:00	1.02000	1.02032	1.01868	1.01882	600
2024.03.27	04:00:00	1.01882	1.01894	1.01799	1.01869	822
2024.03.27	05:00:00	1.01869	1.01879	1.01824	1.01876	4002
2024.03.27	06:00:00	1.01876	1.01980	1.01700	1.01800	3302
2024.03.27	07:00:00	1.01800	1.01884	1.01731	1.01801	4926
2024.03.27	08:00:00	1.01801	1.01843	1.01740	1.01808	1488
2024.03.27	09:00:00	1.01808	1.01890	1.01663	1.01679	3467
2024.03.27	10:00:00	1.01679	1.01737	1.01621	1.01626	1105
2024.03.27	11:00:00	1.01626	1.01687	1.01564	1.01654	3155
2024.03.27	12:00:00	1.01654	1.01769	1.01645	1.01681	977
2024.03.27	13:00:00	1.01681	1.01695	1.01542	1.01614	4586
2024.03.27	14:00:00	1.01614	1.01670	1.01608	1.01626	2371
2024.03.27	15:00:00	1.01626	1.01735	1.01604	1.01692	1647
2024.03.27	16:00:00	1.01692	1.01797	1.01621	1.01742	4930
2024.03.27	17:00:00	1.01742	1.01773	1.01684	1.01739	799
2024.03.27	18:00:00	1.01739	1.01768	1.01711	1.01714	4099
2024.03.27	19:00:00	1.01714	1.01786	1.01608	1.01679	2794
2024.03.27	20:00:00	1.01679	1.01738	1.01642	1.01710	3594
2024.03.27	21:00:00	1.01710	1.01734	1.01659	1.01725	1671
2024.03.27	22:00:00	1.01725	1.01818	1.01720	1.01767	4466
2024.03.27	23:00:00	1.01767	1.01791	1.01758	1.01778	2529
2024.03.28	00:00:00	1.01778	1.01851	1.01758	1.01831	2383
2024.03.28	01:00:00	1.01831	1.01858	1.01800	1.01840	2553
2024.03.28	02:00:00	1.01840	1.01931	1.01836	1.01891	1833
2024.03.28	03:00:00	1.01891	1.01987	1.01848	1.01947	1934
2024.03.28	04:00:00	1.01947	1.01981	1.01886	1.01901	1130
2024.03.28	05:00:00	1.01901	1.01941	1.01671	1.01793	2688
2024.03.28	06:00:00	1.01793	1.01892	1.01771	1.01891	2636
2024.03.28	07:00:00	1.01891	1.01922	1.01855	1.01909	2210
2024.03.28	08:00:00	1.01909	1.01938	1.01767	1.01808	4935
2024.03.28	09:00:00	1.01808	1.01830	1.01759	1.01767	1008
2024.03.28	10:00:00	1.01767	1.01887	1.01698	1.01817	4596
2024.03.28	11:00:00	1.01817	1.01830	1.01792	1.01803	4400
2024.03.28	12:00:00	1.01803	1.01810	1.01699	1.01775	600
2024.03.28	13:00:00	1.01775	1.01874	1.01769	1.01864	3655
2024.03.28	14:00:00	1.01864	1.01962	1.01749	1.01803	1441
2024.03.28	15:00:00	1.01803	1.01855	1.01742	1.01757	685
2024.03.28	16:00:00	1.01757	1.01802	1.01733	1.01773	4374
2024.03.28	17:00:00	1.01773	1.01811	1.01681	1.01800	1021
2024.03.28	18:00:00	1.01800	1.01842	1.01757	1.01833	1845
2024.03.28	19:00:00	1.01833	1.01898	1.01827	1.01892	934
2024.03.28	20:00:00	1.01892	1.01935	1.01863	1.01907	1138
2024.03.28	21:00:00	1.01907	1.01958	1.01872	1.01940	777
2024.03.28	22:00:00	1.01940	1.01998	1.01899	1.01927	4290
2024.03.28	23:00:00	1.01927	1.01987	1.01895	1.01934	765
2024.03.29	00:00:00	1.01934	1.01989	1.01915	1.01944	3916
2024.03.29	01:00:00	1.01944	1.01980	1.01854	1.01960	1207
2024.03.29	02:00:00	1.01960	1.02028	1.01944	1.02011	4617
2024.03.29	03:00:00	1.02011	1.02128	1.01970	1.02048	4315
2024.03.29	04:00:00	1.02048	1.02093	1.02033	1.02053	3332
2024.03.29	05:00:00	1.02053	1.02091	1.01975	1.02007	4227
2024.03.29	06:00:00	1.02007	1.02025	1.01975	1.02014	1842
2024.03.29	07:00:00	1.02014	1.02027	1.01949	1.02015	4024
2024.03.29	08:00:00	1.02015	1.02088	1.01962	1.02030	1497
2024.03.29	09:00:00	1.02030	1.02200	1.02007	1.02169	3266
2024.03.29	10:00:00	1.02169	1.02188	1.02112	1.02140	4637
2024.03.29	11:00:00	1.02140	1.02220	1.02090	1.02168	3755
2024.03.29	12:00:00	1.02168	1.02245	1.02113	1.02237	1713
2024.03.29	13:00:00	1.02237	1.02252	1.02216	1.02246	3823
2024.03.29	14:00:00	1.02246	1.02400	1.02243	1.02393	4474
2024.03.29	15:00:00	1.02393	1.02428	1.02341	1.02373	4501
2024.03.29	16:00:00	1.02373	1.02454	1.02327	1.02396	3826
2024.03.29	17:00:00	1.02396	1.02425	1.02276	1.02350	3795
2024.03.29	18:00:00	1.02350	1.02350	1.02314	1.02331	4031
2024.03.29	19:00:00	1.02331	1.02392	1.02291	1.02349	3814
2024.03.29	20:00:00	1.02349	1.02488	1.02347	1.02404	1101
2024.03.29	21:00:00	1.02404	1.02433	1.02400	1.02427	4118
2024.03.29	22:00:00	1.02427	1.02566	1.02417	1.02508	1309
2024.03.29	23:00:00	1.02508	1.02575	1.02467	1.02505	3003
2024.03.30	00:00:00	1.02505	1.02519	1.02454	1.02488	2027
2024.03.30	01:00:00	1.02488	1.02735	1.02480	1.02657	1458
2024.03.30	02:00:00	1.02657	1.02686	1.02639	1.02684	1768
2024.03.30	03:00:00	1.02684	1.02723	1.02639	1.02643	880
2024.03.30	04:00:00	1.02643	1.02661	1.02580	1.02603	2478
2024.03.30	05:00:00	1.02603	1.02624	1.02541	1.02549	2385
2024.03.30	06:00:00	1.02549	1.02636	1.02444	1.02609	2315
2024.03.30	07:00:00	1.02609	1.02692	1.02583	1.02590	912
2024.03.30	08:00:00	1.02590	1.02652	1.02572	1.02601	3230
2024.03.30	09:00:00	1.02601	1.02626	1.02572	1.02600	1261
2024.03.30	10:00:00	1.02600	1.02680	1.02559	1.02648	4351
2024.03.30	11:00:00	1.02648	1.02695	1.02569	1.02599	607
2024.03.30	12:00:00	1.02599	1.02607	1.02505	1.02536	748
2024.03.30	13:00:00	1.02536	1.02623	1.02527	1.02553	1850
2024.03.30	14:00:00	1.02553	1.02677	1.02511	1.02593	2335
2024.03.30	15:00:00	1.02593	1.02683	1.02542	1.02616	4864
2024.03.30	16:00:00	1.02616	1.02631	1.02558	1.02570	2863
2024.03.30	17:00:00	1.02570	1.02656	1.02565	1.02614	2205
2024.03.30	18:00:00	1.02614	1.02654	1.02536	1.02572	4269
2024.03.30	19:00:00	1.02572	1.02583	1.02507	1.02543	1584
2024.03.30	20:00:00	1.02543	1.02568	1.02459	1.02488	4536
2024.03.30	21:00:00	1.02488	1.02574	1.02486	1.02571	2315
2024.03.30	22:00:00	1.02571	1.02632	1.02501	1.02613	1907
2024.03.30	23:00:00	1.02613	1.02718	1.02580	1.02653	1856
2024.03.31	00:00:00	1.02653	1.02755	1.02615	1.02733	543
2024.03.31	01:00:00	1.02733	1.02937	1.02714	1.02910	3532
2024.03.31	02:00:00	1.02910	1.03016	1.02799	1.02807	3097
2024.03.31	03:00:00	1.02807	1.02810	1.02763	1.02765	3355
2024.03.31	04:00:00	1.02765	1.02848	1.02716	1.02730	3433
2024.03.31	05:00:00	1.02730	1.02783	1.02678	1.02681	623
2024.03.31	06:00:00	1.02681	1.02755	1.02615	1.02617	4449
2024.03.31	07:00:00	1.02617	1.02630	1.02584	1.02602	2800
2024.03.31	08:00:00	1.02602	1.02650	1.02499	1.02530	3611
2024.03.31	09:00:00	1.02530	1.02622	1.02487	1.02554	662
2024.03.31	10:00:00	1.02554	1.02570	1.02470	1.02560	3924
2024.03.31	11:00:00	1.02560	1.02624	1.02552	1.02593	3548
2024.03.31	12:00:00	1.02593	1.02629	1.02574	1.02627	2157
2024.03.31	13:00:00	1.02627	1.02772	1.02610	1.02667	4711
2024.03.31	14:00:00	1.02667	1.02711	1.02589	1.02647	3428
2024.03.31	15:00:00	1.02647	1.02783	1.02628	1.02781	4583
2024.03.31	16:00:00	1.02781	1.02833	1.02777	1.02799	4197
2024.03.31	17:00:00	1.02799	1.02876	1.02644	1.02687	1425
2024.03.31	18:00:00	1.02687	1.02702	1.02615	1.02628	4984
2024.03.31	19:00:00	1.02628	1.02669	1.02477	1.02524	3841
2024.03.31	20:00:00	1.02524	1.02587	1.02505	1.02529	1353
2024.03.31	21:00:00	1.02529	1.02538	1.02489	1.02524	4068
2024.03.31	22:00:00	1.02524	1.02527	1.02450	1.02498	2430
2024.03.31	23:00:00	1.02498	1.02694	1.02495	1.02625	4389
2024.04.01	00:00:00	1.02625	1.02671	1.02625	1.02662	1279
2024.04.01	01:00:00	1.02662	1.02717	1.02647	1.02710	1668
2024.04.01	02:00:00	1.02710	1.02744	1.02548	1.02656	2064
2024.04.01	03:00:00	1.02656	1.02709	1.02581	1.02597	2528
2024.04.01	04:00:00	1.02597	1.02611	1.02579	1.02603	3340
2024.04.01	05:00:00	1.02603	1.02634	1.02572	1.02616	1496
2024.04.01	06:00:00	1.02616	1.02622	1.02484	1.02505	3675
2024.04.01	07:00:00	1.02505	1.02539	1.02462	1.02497	609
2024.04.01	08:00:00	1.02497	1.02523	1.02474	1.02501	1989
2024.04.01	09:00:00	1.02501	1.02531	1.02489	1.02491	3465
2024.04.01	10:00:00	1.02491	1.02496	1.02408	1.02444	1692
2024.04.01	11:00:00	1.02444	1.02504	1.02368	1.02414	2441
2024.04.01	12:00:00	1.02414	1.02447	1.02365	1.02406	3227
2024.04.01	13:00:00	1.02406	1.02421	1.02384	1.02415	1616
2024.04.01	14:00:00	1.02415	1.02463	1.02318	1.02455	4839
2024.04.01	15:00:00	1.02455	1.02527	1.02384	1.02525	4311
2024.04.01	16:00:00	1.02525	1.02590	1.02477	1.02509	4869
2024.04.01	17:00:00	1.02509	1.02566	1.02475	1.02485	2730
2024.04.01	18:00:00	1.02485	1.02545	1.02419	1.02514	2045
2024.04.01	19:00:00	1.02514	1.02596	1.02509	1.02555	4975
2024.04.01	20:00:00	1.02555	1.02580	1.02525	1.02532	3778
2024.04.01	21:00:00	1.02532	1.02608	1.02482	1.02583	4070
2024.04.01	22:00:00	1.02583	1.02695	1.02518	1.02647	1322
2024.04.01	23:00:00	1.02647	1.02769	1.02640	1.02729	4411
2024.04.02	00:00:00	1.02729	1.02850	1.02715	1.02842	2876
2024.04.02	01:00:00	1.02842	1.02872	1.02779	1.02792	3979
2024.04.02	02:00:00	1.02792	1.02807	1.02772	1.02796	4212
2024.04.02	03:00:00	1.02796	1.02800	1.02795	1.02799	976
2024.04.02	04:00:00	1.02799	1.02826	1.02723	1.02796	945
2024.04.02	05:00:00	1.02796	1.02833	1.02741	1.02759	792
2024.04.02	06:00:00	1.02759	1.02787	1.02665	1.02671	3393
2024.04.02	07:00:00	1.02671	1.02739	1.02592	1.02680	4617
2024.04.02	08:00:00	1.02680	1.02692	1.02635	1.02636	635
2024.04.02	09:00:00	1.02636	1.02645	1.02598	1.02644	1121
2024.04.02	10:00:00	1.02644	1.02674	1.02596	1.02598	2686
2024.04.02	11:00:00	1.02598	1.02599	1.02520	1.02534	2260
2024.04.02	12:00:00	1.02534	1.02563	1.02516	1.02551	963
2024.04.02	13:00:00	1.02551	1.02565	1.02550	1.02563	3244
2024.04.02	14:00:00	1.02563	1.02638	1.02513	1.02602	4574
2024.04.02	15:00:00	1.02602	1.02766	1.02537	1.02740	1453
2024.04.02	16:00:00	1.02740	1.02765	1.02729	1.02760	512
2024.04.02	17:00:00	1.02760	1.02793	1.02705	1.02793	1513
2024.04.02	18:00:00	1.02793	1.02828	1.02726	1.02730	1330
2024.04.02	19:00:00	1.02730	1.02734	1.02621	1.02653	2598
2024.04.02	20:00:00	1.02653	1.02826	1.02613	1.02754	982
2024.04.02	21:00:00	1.02754	1.02760	1.02690	1.02700	2124
2024.04.02	22:00:00	1.02700	1.02710	1.02606	1.02639	1037
2024.04.02	23:00:00	1.02639	1.02646	1.02631	1.02640	3544
2024.04.03	00:00:00	1.02640	1.02692	1.02589	1.02637	2611
2024.04.03	01:00:00	1.02637	1.02679	1.02563	1.02585	837
2024.04.03	02:00:00	1.02585	1.02606	1.02539	1.02569	696
2024.04.03	03:00:00	1.02569	1.02693	1.02551	1.02648	2699
2024.04.03	04:00:00	1.02648	1.02649	1.02593	1.02601	3163
2024.04.03	05:00:00	1.02601	1.02621	1.02514	1.02519	1284
2024.04.03	06:00:00	1.02519	1.02629	1.02516	1.02580	1955
2024.04.03	07:00:00	1.02580	1.02675	1.02533	1.02613	3230
2024.04.03	08:00:00	1.02613	1.02663	1.02484	1.02578	2620
2024.04.03	09:00:00	1.02578	1.02612	1.02482	1.02484	1022
2024.04.03	10:00:00	1.02484	1.02503	1.02438	1.02441	2260
2024.04.03	11:00:00	1.02441	1.02513	1.02386	1.02441	1389
2024.04.03	12:00:00	1.02441	1.02525	1.02414	1.02515	4670
2024.04.03	13:00:00	1.02515	1.02526	1.02426	1.02455	4117
2024.04.03	14:00:00	1.02455	1.02483	1.02438	1.02453	1904
2024.04.03	15:00:00	1.02453	1.02537	1.02379	1.02497	1558
2024.04.03	16:00:00	1.02497	1.02520	1.02313	1.02354	1105
2024.04.03	17:00:00	1.02354	1.02429	1.02331	1.02420	3816
2024.04.03	18:00:00	1.02420	1.02458	1.02336	1.02351	4632
2024.04.03	19:00:00	1.02351	1.02421	1.02344	1.02374	1728
2024.04.03	20:00:00	1.02374	1.02393	1.02294	1.02393	3378
2024.04.03	21:00:00	1.02393	1.02507	1.02361	1.02462	1557
2024.04.03	22:00:00	1.02462	1.02539	1.02432	1.02499	4626
2024.04.03	23:00:00	1.02499	1.02522	1.02300	1.02356	1846
2024.04.04	00:00:00	1.02356	1.02375	1.02288	1.02311	932
2024.04.04	01:00:00	1.02311	1.02336	1.02309	1.02323	4464
2024.04.04	02:00:00	1.02323	1.02349	1.02257	1.02314	4754
2024.04.04	03:00:00	1.02314	1.02348	1.02297	1.02346	2287
2024.04.04	04:00:00	1.02346	1.02444	1.02335	1.02398	4582
2024.04.04	05:00:00	1.02398	1.02455	1.02377	1.02438	1596
2024.04.04	06:00:00	1.02438	1.02483	1.02410	1.02428	1719
2024.04.04	07:00:00	1.02428	1.02431	1.02293	1.02318	2914
2024.04.04	08:00:00	1.02318	1.02326	1.02268	1.02293	3201
2024.04.04	09:00:00	1.02293	1.02336	1.02273	1.02322	2235
2024.04.04	10:00:00	1.02322	1.02403	1.02240	1.02258	4098
2024.04.04	11:00:00	1.02258	1.02321	1.02236	1.02299	4055
2024.04.04	12:00:00	1.02299	1.02482	1.02254	1.02358	1044
2024.04.04	13:00:00	1.02358	1.02374	1.02347	1.02369	4957
2024.04.04	14:00:00	1.02369	1.02374	1.02129	1.02184	1216
2024.04.04	15:00:00	1.02184	1.02214	1.02038	1.02109	2869
2024.04.04	16:00:00	1.02109	1.02293	1.02079	1.02228	2403
2024.04.04	17:00:00	1.02228	1.02267	1.02080	1.02197	2532
2024.04.04	18:00:00	1.02197	1.02283	1.02037	1.02079	1078
2024.04.04	19:00:00	1.02079	1.02180	1.02065	1.02157	2043
2024.04.04	20:00:00	1.02157	1.02264	1.02123	1.02161	636
2024.04.04	21:00:00	1.02161	1.02257	1.02138	1.02232	4880
2024.04.04	22:00:00	1.02232	1.02298	1.02216	1.02252	1147
2024.04.04	23:00:00	1.02252	1.02295	1.02200	1.02283	2674
2024.04.05	00:00:00	1.02283	1.02360	1.02277	1.02309	1472
2024.04.05	01:00:00	1.02309	1.02404	1.02257	1.02355	1300
2024.04.05	02:00:00	1.02355	1.02536	1.02335	1.02498	2255
2024.04.05	03:00:00	1.02498	1.02563	1.02485	1.02560	4861
2024.04.05	04:00:00	1.02560	1.02595	1.02451	1.02466	2651
2024.04.05	05:00:00	1.02466	1.02519	1.02444	1.02497	4823
2024.04.05	06:00:00	1.02497	1.02630	1.02464	1.02570	4221
2024.04.05	07:00:00	1.02570	1.02651	1.02530	1.02647	2460
2024.04.05	08:00:00	1.02647	1.02670	1.02614	1.02624	4555
2024.04.05	09:00:00	1.02624	1.02745	1.02617	1.02699	2066
2024.04.05	10:00:00	1.02699	1.02834	1.02676	1.02759	2756
2024.04.05	11:00:00	1.02759	1.02971	1.02744	1.02921	3561
2024.04.05	12:00:00	1.02921	1.02926	1.02832	1.02878	3152
2024.04.05	13:00:00	1.02878	1.02917	1.02817	1.02850	4230
2024.04.05	14:00:00	1.02850	1.02872	1.02824	1.02834	1233
2024.04.05	15:00:00	1.02834	1.02897	1.02780	1.02807	2743
2024.04.05	16:00:00	1.02807	1.02835	1.02704	1.02755	3491
2024.04.05	17:00:00	1.02755	1.02764	1.02533	1.02588	1988
2024.04.05	18:00:00	1.02588	1.02631	1.02540	1.02564	4401
2024.04.05	19:00:00	1.02564	1.02629	1.02550	1.02590	1856
2024.04.05	20:00:00	1.02590	1.02674	1.02531	1.02563	1855
2024.04.05	21:00:00	1.02563	1.02755	1.02541	1.02685	1969
2024.04.05	22:00:00	1.02685	1.02703	1.02668	1.02689	3544
2024.04.05	23:00:00	1.02689	1.02822	1.02632	1.02771	1031
2024.04.06	00:00:00	1.02771	1.02848	1.02752	1.02791	1142
2024.04.06	01:00:00	1.02791	1.02867	1.02784	1.02845	4003
2024.04.06	02:00:00	1.02845	1.02914	1.02818	1.02865	1432
2024.04.06	03:00:00	1.02865	1.02956	1.02855	1.02953	972
2024.04.06	04:00:00	1.02953	1.02981	1.02907	1.02959	1686
2024.04.06	05:00:00	1.02959	1.03063	1.02919	1.02993	2292
2024.04.06	06:00:00	1.02993	1.03097	1.02959	1.03019	649
2024.04.06	07:00:00	1.03019	1.03021	1.02954	1.03004	4257
2024.04.06	08:00:00	1.03004	1.03053	1.03001	1.03032	1028
2024.04.06	09:00:00	1.03032	1.03210	1.03005	1.03173	2318
2024.04.06	10:00:00	1.03173	1.03212	1.03144	1.03160	1409
2024.04.06	11:00:00	1.03160	1.03244	1.03158	1.03189	1826
